背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
合計,.256,143,5393,4863,522,1246,103,8.3%,243,15,101,-,1822,508,922,360,38,54,85,31,69,27,71.9%,96,4,114,.252,.313,.375,.687
00,林琢真,左,.167,63,114,102,11,17,2,11.8,5,1,0,-,24,7,24,8,2,1,2,1,6,3,66.7,3,0,2,.129,.232,.235,.467
1,桑原将志,右,.270,106,321,285,35,77,5,6.5,12,0,5,5-0-0,104,24,42,19,0,4,9,4,8,0,100.0,2,0,6,.281,.321,.365,.685
2,牧秀悟,右,.294,133,561,517,76,152,13,8.6,33,0,23,15-6-1,254,74,59,37,5,5,0,2,11,0,100.0,18,0,13,.248,.346,.491,.837
3,オースティン,右,.316,106,445,396,66,125,5,4.0,34,2,25,15-8-0,238,69,88,45,2,0,0,4,0,1,0.0,8,0,12,.388,.382,.601,.983
4,度会隆輝,左,.255,75,272,251,21,64,7,10.9,7,1,3,3-0-0,82,24,43,12,0,7,1,1,2,2,50.0,4,0,6,.259,.306,.327,.633
5,松尾汐恩,右,.211,27,40,38,3,8,0,0.0,3,0,0,-,11,1,8,1,0,1,0,0,0,0,-,0,0,1,.091,.250,.289,.539
6,森敬斗,左,.251,71,200,187,16,47,8,17.0,12,1,0,-,61,5,43,12,2,0,0,1,8,6,57.1,12,0,4,.154,.295,.326,.621
7,佐野恵太,左,.273,139,566,524,51,143,8,5.6,34,0,8,7-1-0,201,62,53,35,3,4,0,3,0,0,-,2,0,17,.298,.322,.384,.705
8,神里和毅,左,.130,25,25,23,3,3,0,0.0,0,0,0,-,3,0,12,1,0,1,0,0,2,0,100.0,0,0,0,.000,.200,.130,.330
9,大和,右,.247,42,94,81,4,20,3,15.0,1,0,0,-,21,3,12,5,0,1,4,3,1,0,100.0,0,0,3,.050,.289,.259,.548
10,戸柱恭孝,左,.244,46,97,90,4,22,1,4.5,4,0,0,-,26,4,15,5,0,1,1,0,0,0,-,0,0,5,.267,.292,.289,.581
25,筒香嘉智,左,.188,57,168,149,12,28,1,3.6,6,3,7,7-0-0,61,23,51,16,1,2,0,1,0,0,-,0,0,5,.209,.274,.409,.683
29,伊藤光,右,.205,39,94,88,7,18,0,0.0,4,0,1,1-0-0,25,14,24,4,0,2,0,0,0,0,-,1,1,1,.360,.255,.284,.539
31,柴田竜拓,左,.261,82,34,23,4,6,0,0.0,0,0,0,-,6,2,7,3,1,1,7,0,1,0,100.0,4,0,0,.333,.370,.261,.631
37,楠本泰史,左,.172,18,31,29,0,5,0,0.0,1,0,0,-,6,5,5,1,0,1,0,0,0,0,-,1,0,0,.250,.226,.207,.433
39,西浦直亨,右,.267,8,17,15,3,4,0,0.0,0,1,0,-,6,1,5,2,1,0,0,0,0,0,-,2,0,2,.500,.353,.400,.753
44,石上泰輝,左,.183,26,79,71,3,13,2,15.4,4,0,0,-,17,3,17,6,2,0,2,0,2,0,100.0,4,0,3,.231,.247,.239,.486
50,山本祐大,右,.291,108,403,358,29,104,3,2.9,14,2,5,4-1-0,137,37,41,27,1,3,9,6,1,1,50.0,2,3,12,.308,.340,.383,.723
51,宮﨑敏郎,右,.283,125,469,410,49,116,6,5.2,24,0,14,6-7-0,182,56,29,52,11,6,0,1,1,1,50.0,9,0,9,.311,.371,.444,.815
55,井上絢登,左,.190,25,48,42,2,8,0,0.0,5,0,0,-,13,4,8,2,1,2,2,0,1,0,100.0,1,0,1,.182,.261,.310,.570
57,東妻純平,右,.500,3,2,2,0,1,0,0.0,1,0,0,-,2,1,0,0,0,0,0,0,0,0,-,0,0,0,1.000,.500,1.000,1.500
58,梶原昂希,左,.292,91,351,339,49,99,16,16.2,16,3,4,3-1-0,133,30,98,7,3,4,1,0,16,2,88.9,1,0,2,.192,.314,.392,.707
60,知野直人,右,.111,24,22,18,3,2,0,0.0,1,0,0,-,3,2,4,4,0,0,0,0,1,0,100.0,0,0,1,.250,.273,.167,.439
61,蝦名達夫,右,.256,76,253,223,28,57,6,10.5,13,0,3,1-2-0,79,17,51,17,1,6,6,1,3,7,30.0,0,0,1,.191,.324,.354,.678
63,関根大気,左,.227,79,142,128,14,29,7,24.1,2,0,0,-,31,4,19,11,0,2,1,0,2,3,40.0,1,0,2,.212,.298,.242,.540
67,西巻賢二,右,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
98,京田陽太,左,.245,101,236,216,18,53,5,9.4,7,1,1,1-0-0,65,27,43,13,2,0,4,3,3,1,75.0,7,0,4,.309,.284,.301,.585
99,フォード,左,.200,6,22,20,1,4,0,0.0,0,0,1,0-1-0,7,2,2,2,0,0,0,0,0,0,-,1,0,0,.250,.273,.350,.623
投手打撃成績
11,東克樹,左,.098,26,63,51,3,5,1,20.0,0,0,0,-,5,1,16,4,0,0,8,0,0,0,-,1,0,1,.133,.164,.098,.262
13,伊勢大夢,右,-,37,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
14,石田健大,左,.083,6,13,12,0,1,0,0.0,0,0,0,-,1,0,7,0,0,0,1,0,0,0,-,0,0,0,.000,.083,.083,.167
15,徳山壮磨,右,-,29,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
16,大貫晋一,右,.083,15,30,24,1,2,0,0.0,0,0,0,-,2,0,9,1,0,0,5,0,0,0,-,1,0,0,.000,.120,.083,.203
17,三嶋一輝,両,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
18,小園健太,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
19,山﨑康晃,右,-,38,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
20,坂本裕哉,左,-,48,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
24,吉野光樹,右,.000,7,13,9,0,0,0,-,0,0,0,-,0,0,5,2,0,0,2,0,0,0,-,0,0,0,.000,.182,.000,.182
26,濵口遥大,左,.214,11,15,14,1,3,1,33.3,0,0,0,-,3,0,7,1,0,0,0,0,0,0,-,4,0,0,.000,.267,.214,.481
27,上茶谷大河,右,.000,18,3,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,-,.000,.000,.000
34,松本凌人,右,-,10,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
38,森唯斗,右,.250,14,5,4,0,1,1,100.0,0,0,0,-,1,0,3,0,0,0,1,0,0,0,-,0,0,0,.000,.250,.250,.500
40,松本隆之介,左,.000,1,3,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,.000
41,佐々木千隼,右,-,28,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
42,ジャクソン,右,.098,25,51,41,1,4,1,25.0,0,0,0,-,4,1,28,2,0,0,8,0,0,0,-,2,0,1,.214,.140,.098,.237
45,森原康平,左,-,58,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
46,石川達也,右,-,15,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
48,京山将弥,右,.000,23,2,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,1,0,0,-,.000,.000,.000
49,ウェンデルケン,右,-,28,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
53,中川颯,左,.250,29,14,12,1,3,1,33.3,0,0,1,1-0-0,6,3,3,0,0,0,2,0,0,0,-,0,0,0,.167,.250,.500,.750
54,石田裕太郎,右,.000,12,18,16,0,0,0,-,0,0,0,-,0,0,9,0,0,0,2,0,0,0,-,0,0,0,.000,.000,.000,.000
59,平良拳太郎,右,.200,4,10,10,2,2,0,0.0,0,0,0,-,2,1,7,0,0,0,0,0,0,0,-,0,0,0,1.000,.200,.200,.400
62,ウィック,左,.000,43,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,-,.000,.000,.000
64,中川虎大,右,-,31,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
65,宮城滝太,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
69,ケイ,左,.000,24,46,38,1,0,0,-,0,0,0,-,0,1,22,3,0,0,5,0,0,0,-,1,0,0,.000,.073,.000,.073
92,堀岡隼人,右,-,6,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
93,ディアス,左,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
合計,.242,143,5335,4694,485,1137,91,8.0%,164,17,67,-,1536,470,1028,441,20,59,115,26,41,35,53.9%,85,0,120,.275,.314,.327,.641
0,木浪聖也,左,.214,116,409,359,27,77,7,9.1,13,1,1,0-1-0,95,35,64,32,4,4,13,1,1,0,100.0,8,0,17,.239,.285,.265,.550
1,森下翔太,右,.275,129,526,458,64,126,6,4.8,24,2,16,11-5-0,202,73,78,53,1,12,0,3,0,2,0.0,2,0,13,.351,.363,.441,.804
2,梅野隆太郎,右,.209,95,318,268,18,56,2,3.6,9,0,0,-,65,15,84,30,3,1,17,2,0,1,0.0,2,0,6,.220,.289,.243,.532
3,大山悠輔,右,.259,130,545,483,63,125,4,3.2,18,0,14,7-6-0,185,68,88,52,3,7,0,3,0,4,0.0,7,0,19,.354,.338,.383,.721
4,熊谷敬宥,右,.125,32,9,8,2,1,0,0.0,0,0,0,-,1,0,2,0,0,0,1,0,1,1,50.0,0,0,0,.000,.125,.125,.250
5,近本光司,左,.285,141,639,562,71,160,19,11.9,16,5,6,5-1-0,204,45,93,68,5,5,0,4,19,9,67.9,4,0,7,.321,.365,.363,.728
7,ノイジー,右,.231,49,149,134,8,31,0,0.0,5,0,1,1-0-0,39,8,16,14,1,0,0,1,1,0,100.0,2,0,9,.115,.302,.291,.593
8,佐藤輝明,左,.268,120,496,451,58,121,4,3.3,21,4,16,12-3-0,198,70,133,36,2,5,0,4,0,2,0.0,23,0,11,.322,.327,.439,.766
12,坂本誠志郎,右,.223,64,218,193,11,43,5,11.6,3,0,0,-,46,12,38,12,0,2,10,1,0,0,-,2,0,6,.238,.274,.238,.512
25,渡邉諒,右,.260,67,137,123,7,32,2,6.3,5,0,2,2-0-0,43,11,34,11,0,1,0,2,0,1,0.0,5,0,2,.161,.321,.350,.671
32,井上広大,右,.212,23,55,52,5,11,1,9.1,2,0,3,2-1-0,22,8,20,3,0,0,0,0,1,1,50.0,0,0,0,.250,.255,.423,.678
33,糸原健斗,左,.216,89,128,111,8,24,3,12.5,2,0,0,-,26,9,20,15,0,1,0,1,0,0,-,1,0,3,.216,.313,.234,.547
38,小幡竜平,左,.241,50,135,116,12,28,4,14.3,3,1,1,1-0-0,36,9,27,12,1,0,7,0,2,3,40.0,5,0,1,.313,.313,.310,.623
39,榮枝裕貴,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
51,中野拓夢,左,.232,143,634,547,63,127,12,9.4,20,2,1,0-1-0,154,32,97,46,0,5,35,1,6,7,46.2,8,0,10,.240,.297,.282,.579
53,島田海吏,左,.275,62,94,80,8,22,4,18.2,2,0,0,-,24,2,16,10,0,1,3,0,5,3,62.5,2,0,2,.111,.363,.300,.663
55,ミエセス,右,.111,14,19,18,1,2,0,0.0,0,0,0,-,2,0,5,1,0,0,0,0,0,0,-,1,0,1,.000,.158,.111,.269
57,長坂拳弥,右,.000,5,4,3,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,0,0,0,-,.000,.000,.000
58,前川右京,左,.269,116,362,324,25,87,8,9.2,16,0,4,3-1-0,115,42,50,27,0,10,0,1,0,0,-,1,0,7,.259,.343,.355,.697
59,藤田健斗,右,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
60,小野寺暖,右,.148,25,29,27,3,4,0,0.0,0,1,0,-,6,0,10,0,0,1,1,0,0,0,-,0,0,0,.000,.179,.222,.401
61,豊田寛,右,.211,11,19,19,1,4,1,25.0,1,0,0,-,5,0,5,0,0,0,0,0,0,0,-,1,0,2,.143,.211,.263,.474
62,植田海,両,.273,59,11,11,11,3,1,33.3,0,1,0,-,5,3,3,0,0,0,0,0,4,1,80.0,0,0,0,1.000,.273,.455,.727
94,原口文仁,右,.241,52,65,58,5,14,0,0.0,1,0,2,2-0-0,21,9,14,5,0,2,0,0,1,0,100.0,0,0,0,.261,.323,.362,.685
97,野口恭佑,右,.189,26,61,53,6,10,0,0.0,0,0,0,-,10,5,12,5,0,2,0,1,0,0,-,0,0,1,.357,.279,.189,.467
投手打撃成績
00,ゲラ,左,-,59,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
13,岩崎優,左,-,60,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
14,岩貞祐太,左,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
15,西純矢,右,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
16,西勇輝,右,.184,21,39,38,1,7,0,0.0,1,0,0,-,8,4,13,0,0,0,1,0,0,0,-,4,0,0,.500,.184,.211,.395
17,青柳晃洋,右,.000,12,18,12,0,0,0,-,0,0,0,-,0,2,5,1,0,0,4,1,0,0,-,0,0,0,.000,.071,.000,.071
27,伊藤将司,左,.056,18,22,18,2,1,0,0.0,0,0,0,-,1,0,11,0,0,0,4,0,0,0,-,0,0,0,.000,.056,.056,.111
29,髙橋遥人,左,.222,5,12,9,0,2,2,100.0,0,0,0,-,2,0,5,1,0,0,2,0,0,0,-,0,0,0,.200,.300,.222,.522
30,門別啓人,左,.000,5,2,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,-,.000,.000,.000
34,漆原大晟,左,-,38,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
35,才木浩人,右,.075,25,52,40,1,3,1,33.3,1,0,0,-,4,1,25,5,0,0,7,0,0,0,-,1,0,1,.000,.178,.100,.278
36,浜地真澄,右,-,18,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
37,及川雅貴,左,.500,9,6,6,0,3,2,66.7,0,0,0,-,3,1,0,0,0,0,0,0,0,0,-,0,0,0,1.000,.500,.500,1.000
41,村上頌樹,左,.114,25,48,44,0,5,0,0.0,0,0,0,-,5,3,24,1,0,0,3,0,0,0,-,0,0,0,.154,.133,.114,.247
46,島本浩也,左,-,33,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
47,桐敷拓馬,左,-,71,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
49,大竹耕太郎,左,.174,24,51,46,2,8,3,37.5,1,0,0,-,9,3,22,0,0,0,5,0,0,0,-,0,0,2,.385,.174,.196,.370
50,富田蓮,左,-,33,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
54,加治屋蓮,右,-,13,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
63,石黒佑弥,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
64,岡留英貴,右,-,35,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
69,石井大智,右,-,56,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,-,.000
92,川原陸,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
98,佐藤蓮,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,.000
99,ビーズリー,右,.000,14,23,21,2,0,0,-,0,0,0,-,0,0,11,1,0,0,1,0,0,0,-,0,0,0,.000,.045,.000,.045
背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
合計,.238,143,5193,4722,415,1126,126,11.2%,167,19,52,-,1487,390,1001,282,24,46,116,27,66,51,56.4%,66,5,89,.245,.286,.315,.601
0,上本崇司,右,.209,62,146,129,16,27,2,7.4,2,0,0,-,29,7,24,4,0,4,9,0,0,2,0.0,1,0,3,.182,.255,.225,.480
2,田中広輔,左,.156,66,108,96,5,15,3,20.0,2,0,2,1-1-0,23,7,26,9,0,1,0,2,1,1,50.0,2,0,2,.227,.231,.240,.471
7,堂林翔太,右,.230,87,273,244,15,56,4,7.1,13,0,1,0-1-0,72,17,67,16,0,1,9,3,0,2,0.0,3,0,4,.207,.277,.295,.572
9,秋山翔吾,左,.289,138,587,547,60,158,13,8.2,20,1,4,3-1-0,192,30,96,29,3,5,2,4,6,5,54.5,0,0,6,.278,.328,.351,.679
